cpg_id,SCLL-545,SCLL-546,SCLL-547,SCLL-548,SCLL-493,SCLL-494,SCLL-531,SCLL-532,SCLL-533
cg06483432,0.647467817,0.560480313,0.50672372,0.553295886,0.520536652,0.564471778,0.516321054,0.539396448,0.387190827
cg06634862,0.633826332,0.688009608,0.680095465,0.549891246,0.522649103,0.554873996,0.559743231,0.54173437,0.563864809
cg08125755,0.199294176,0.355180297,0.375333169,0.48626928,0.544697676,0.508349708,0.537345121,0.542553218,0.524100653
cg08222618,0.88209725,0.791377109,0.772421614,0.90413112,0.653681789,0.757929413,0.966960233,0.904503901,0.971984216
cg08572214,0.593369808,0.841345939,0.800278057,0.252676791,0.888307956,0.910755031,0.931582975,0.790522349,0.773705356
cg08644045,0.456098875,0.468046083,0.476896888,0.456667832,0.54899358,0.498087129,0.539826907,0.477298208,0.507665874
cg09511421,0.906906172,0.688267208,0.681099761,0.688935448,0.494757252,0.495334669,0.480578737,0.454344588,0.453135251
cg09573795,0.174928545,0.450658389,0.426568328,0.801093414,0.584493864,0.546268952,0.703559429,0.784603459,0.479524033
cg10432947,0.557394847,0.483654459,0.53278447,0.48109265,0.848962233,0.849083344,0.92067019,0.949490772,0.921449303
cg11266682,0.226228963,0.443440416,0.48292985,0.270913011,0.579854283,0.529726726,0.552809003,0.513946854,0.555050164
cg11388320,0.522875863,0.522578878,0.535763176,0.570184855,0.509806849,0.508635545,0.590008294,0.564570853,0.608312583
cg11991617,0.617470395,0.627908415,0.622547906,0.630809101,0.528913525,0.64664895,0.594691431,0.567004921,0.611261111
cg12494515,0.855802716,0.811115199,0.802971301,0.819095602,0.483148761,0.450602681,0.503389205,0.487628863,0.523847078
cg12948920,0.559917558,0.606134823,0.61689914,0.5720226,0.261346278,0.209527343,0.231150068,0.232565428,0.237909772
cg13210763,0.065242473,0.141012463,0.171505257,0.08405565,0.570394096,0.570912914,0.542124047,0.52233879,0.566394717
cg14016257,0.476316673,0.509612058,0.516684009,0.433715562,0.519859853,0.509485074,0.493447771,0.503277394,0.516539532
cg15175162,0.911883847,0.850638214,0.833949569,0.459217781,0.673341159,0.598555329,0.677852208,0.614836826,0.579266588
cg17069313,0.667276312,0.822878937,0.780179107,0.515852444,0.412423891,0.371929554,0.426692888,0.473666563,0.457647954
cg17814781,0.510348029,0.564041126,0.538346455,0.325382871,0.708472759,0.67680626,0.851826641,0.657585617,0.52545492
cg23139982,0.638862797,0.782778779,0.746227863,0.635105115,0.713702502,0.641800761,0.629542438,0.601291836,0.560297452
cg23855319,0.555563144,0.551931288,0.565062214,0.442854268,0.807483489,0.852444077,0.874879212,0.598226365,0.800809681
cg24793722,0.402750492,0.45427105,0.44661453,0.428051029,0.501745839,0.436887008,0.436524116,0.428310257,0.434522294
cg25654705,0.146731829,0.27225665,0.318500491,0.21462491,0.556783292,0.523967413,0.551448437,0.414250237,0.543880945
cg25886683,0.905015648,0.863777675,0.874140665,0.878323238,0.598986518,0.564220216,0.59865466,0.606339978,0.664137772
cg25932599,0.375528788,0.517749417,0.55202018,0.644732718,0.136896949,0.269224149,0.390500203,0.316584937,0.331015382
cg27242132,0.331532607,0.359730821,0.443501941,0.458641559,0.561063307,0.507931194,0.532383343,0.497321522,0.552933526
cg00619978,0.754807682,0.790538351,0.818942299,0.797499116,0.454574232,0.414562709,0.45443557,0.628454526,0.496832718
cg01784614,0.913240343,0.858890839,0.81767467,0.88640255,0.792811799,0.87992973,0.914890057,0.875269071,0.896205342
cg01809941,0.922167679,0.687944342,0.675935024,0.449033475,0.613145465,0.635441595,0.650274658,0.599341273,0.586947706
cg02147194,0.900988041,0.844177521,0.837310981,0.750916106,0.789404095,0.862553054,0.951614458,0.911590776,0.95284731
cg02250764,0.550610823,0.51097187,0.515699778,0.556079638,0.552794556,0.515504068,0.506899768,0.503664144,0.491320215
cg04156016,0.905500656,0.883492459,0.887803881,0.889637401,0.518038073,0.563288065,0.608115068,0.563919052,0.915887118
cg05465935,0.531432913,0.486134413,0.485533189,0.387231705,0.229850491,0.128348513,0.083070289,0.096751979,0.072512163
cg05530317,0.222277487,0.311638602,0.316643023,0.409668377,0.307695642,0.234577122,0.163658221,0.205198078,0.149873565
cg06060754,0.518747118,0.55037467,0.570630465,0.561593517,0.5751467,0.539449249,0.587270013,0.533980714,0.55676374
cg06536614,0.544090189,0.530055588,0.523386399,0.424037941,0.015454376,0.018683476,0.014744152,0.016805785,0.012083755
cg06836380,0.193980678,0.457958635,0.486304896,0.34632357,0.500483709,0.472929962,0.497434612,0.448112389,0.467647843
cg06837426,0.448522351,0.510335472,0.516347272,0.416460953,0.679366282,0.692496462,0.800015032,0.766774209,0.812165333
cg07017875,0.297366325,0.523257391,0.53786066,0.614019229,0.284638033,0.231187591,0.172479231,0.44079266,0.474726555
cg07401067,0.843987688,0.792148632,0.786299003,0.828323107,0.234961434,0.208216553,0.138099913,0.316488974,0.140391083
cg07751793,0.433154297,0.55304258,0.585295032,0.338535923,0.725903011,0.708919905,0.789303773,0.729712402,0.710512161
cg07763376,0.457283625,0.511631494,0.49774744,0.490566956,0.178363998,0.105405098,0.101530797,0.137482855,0.593665959
cg08336234,0.608586484,0.543859839,0.534753431,0.350661807,0.51117333,0.529096578,0.522521622,0.530375542,0.870013867
cg08470180,0.385118587,0.484655855,0.497023373,0.223966302,0.145226725,0.089014134,0.113045708,0.785738952,0.436766775
cg09075844,0.110321523,0.311475739,0.329413287,0.152715621,0.226869824,0.172549337,0.069087216,0.145559826,0.055227209
cg09546802,0.522338753,0.557539116,0.543349589,0.486311702,0.443403727,0.432875403,0.494278181,0.454019384,0.43967724
cg09560636,0.152321326,0.598382688,0.525100313,0.203327491,0.826247345,0.854945878,0.845270423,0.897709952,0.800619642
cg11609571,0.553076283,0.589395521,0.582901756,0.593307412,0.480073762,0.550775176,0.493770778,0.498788324,0.539678263
cg11620475,0.454446368,0.544343235,0.546645095,0.507087824,0.477116394,0.440676344,0.461356171,0.449171771,0.471134512
cg11809091,0.681480691,0.841766546,0.757358419,0.908649749,0.213829126,0.202106517,0.157306581,0.532731454,0.593298871
cg12352302,0.54713349,0.553935994,0.582501117,0.378875492,0.193233447,0.130709841,0.057264896,0.14097076,0.05841055
cg12518844,0.451422948,0.442052431,0.433941018,0.312564389,0.25204932,0.18502764,0.152370299,0.259479156,0.435410964
cg12980795,0.077633045,0.336012268,0.359332753,0.120945604,0.568236181,0.541760259,0.480831466,0.541397764,0.460723953
cg13003311,0.889719619,0.746057639,0.702899332,0.83236841,0.783011455,0.83807855,0.888764285,0.805075031,0.767969091
cg14789272,0.890476614,0.842892279,0.819016528,0.670897806,0.553270652,0.702604537,0.602187564,0.594236138,0.563474113
cg14996985,0.688371718,0.608694359,0.541300216,0.556415525,0.582990809,0.783968556,0.596888187,0.861993931,0.922086634
cg15548198,0.123133867,0.146491354,0.140386765,0.089033295,0.112666195,0.139609217,0.074140571,0.092239734,0.05381429
cg15574301,0.126649798,0.361144627,0.375254914,0.173330667,0.560721876,0.509342458,0.507531331,0.459490167,0.539444949
cg16006841,0.435828927,0.469447017,0.487694179,0.430451612,0.643554946,0.643441209,0.437220945,0.443098895,0.484643147
cg16035780,0.432572023,0.441369625,0.45720896,0.379336189,0.730487147,0.817708407,0.922988766,0.822644107,0.925760696
cg16079430,0.605299136,0.598248763,0.589564098,0.6130922,0.492701534,0.497822919,0.504394787,0.484206803,0.49917309
cg16391973,0.548752345,0.524463513,0.517225531,0.563111723,0.575990249,0.589717527,0.57603216,0.569393307,0.559506085
cg16988194,0.670902698,0.905093523,0.902118261,0.745521286,0.892083155,0.933568954,0.93978494,0.914553015,0.930312889
cg17253517,0.544988458,0.606562194,0.594851473,0.581431795,0.514588012,0.528047709,0.53857297,0.519378265,0.461282305
cg17303540,0.546940143,0.557247896,0.592812353,0.561137506,0.242613565,0.132994344,0.064557561,0.087024279,0.067812962
cg17503389,0.944776469,0.900369429,0.898436163,0.693608048,0.560727243,0.58377532,0.659150077,0.62164524,0.747933723
cg17763019,0.691860526,0.673566888,0.632460359,0.897045899,0.234903918,0.112117481,0.057660564,0.097011025,0.039859872
cg18394854,0.588692867,0.622028562,0.65913984,0.682109654,0.493348588,0.489788002,0.644880166,0.640748514,0.659668914
cg18586823,0.924270467,0.855697125,0.818517017,0.809160995,0.47426306,0.567946807,0.597457569,0.610016526,0.905505132
cg18665594,0.438657722,0.582153863,0.565928923,0.810551555,0.469916934,0.43255767,0.472962375,0.442430176,0.458194982
cg19590578,0.651196599,0.634570713,0.60746648,0.633193551,0.214800847,0.122619735,0.068751772,0.082076832,0.082885676
cg19727817,0.143396895,0.205502247,0.241010471,0.447993991,0.438502927,0.451799359,0.44844197,0.664842141,0.485736184
cg20451680,0.173386345,0.420094604,0.417825501,0.231498098,0.818617522,0.867551441,0.857483781,0.831157676,0.80646095
cg22025206,0.586409739,0.683679959,0.71641211,0.895885244,0.195514281,0.114807448,0.069932229,0.114270276,0.053486492
cg22675956,0.421024681,0.447662922,0.455591873,0.655745533,0.467968424,0.442367155,0.471664292,0.458818292,0.501542449
cg23248424,0.031612666,0.031832117,0.048269365,0.02564736,0.518522319,0.518611861,0.501965458,0.469741326,0.467303766
cg23521468,0.786844621,0.582523358,0.568007211,0.489106821,0.28220773,0.253873418,0.201167212,0.226192842,0.470781354
cg23522872,0.508141846,0.508365644,0.533788255,0.556757981,0.218101234,0.169020875,0.074646981,0.15738578,0.153309876
cg25102726,0.576895288,0.547295105,0.533522622,0.374264153,0.23106119,0.140870575,0.065685902,0.117613011,0.052468694
cg25218470,0.614524515,0.612473311,0.644105662,0.247471739,0.910512251,0.879313113,0.891586775,0.868276607,0.914580147
cg25340688,0.540585227,0.532032877,0.560322614,0.395870967,0.018237898,0.01851411,0.02259757,0.02088885,0.021031675
cg26690304,0.147607667,0.270453318,0.279702929,0.179783032,0.473027686,0.440987544,0.451693829,0.425952165,0.393341222
cg26875852,0.608951859,0.59861389,0.591017758,0.462525582,0.878410902,0.934171552,0.942443136,0.905870239,0.935085145
cg26896946,0.492227381,0.484878974,0.506986919,0.386882952,0.100110395,0.087586063,0.016245333,0.019677619,0.015841696
cg27586797,0.055188968,0.057208447,0.061271408,0.059475893,0.10812015,0.039585954,0.053365491,0.044259412,0.064772068
cg00101728,0.599050285,0.581941549,0.567084636,0.742098155,0.26882637,0.296078105,0.299251528,0.123248326,0.056227122
cg00116315,0.15426633,0.45176889,0.465199286,0.344164567,0.81525305,0.892863899,0.888363017,0.776697702,0.551656729
cg00219626,0.518419544,0.483335943,0.477780867,0.191937009,0.4648464,0.465086146,0.496014807,0.500228676,0.495182111
cg00872984,0.890458366,0.892033551,0.902349496,0.898648305,0.117633441,0.070710801,0.015800561,0.035963186,0.021986143
cg00942918,0.557763131,0.59702128,0.553958773,0.571416446,0.736318398,0.739589591,0.704800618,0.771483877,0.755489466
cg01238672,0.64242683,0.632580342,0.613980186,0.444681485,0.319978804,0.224945699,0.170180814,0.232373715,0.869626427
cg01474544,0.088702192,0.241960553,0.266959371,0.134870919,0.512799745,0.439410865,0.484689687,0.45449631,0.509985676
cg01869058,0.516812383,0.52156551,0.517934843,0.477165245,0.484943399,0.470284658,0.578807808,0.817802008,0.557747664
cg01883195,0.91429761,0.90676207,0.898402603,0.921606404,0.565519551,0.549251859,0.555609611,0.584074082,0.547858557
cg02270332,0.049002919,0.144782855,0.189482309,0.05751709,0.593144549,0.558098323,0.551224118,0.556799655,0.564130082
cg02377690,0.081007403,0.155717386,0.205756421,0.049367321,0.557374088,0.484714573,0.540629283,0.514847125,0.542127165
cg02631126,0.578365236,0.572113778,0.565039411,0.636653619,0.111882813,0.035381396,0.02869956,0.055482665,0.035461568
cg03228974,0.171780516,0.333263796,0.37419265,0.43994073,0.476556888,0.463969499,0.514512591,0.507506541,0.438179759
cg03350138,0.635112968,0.836500056,0.843691146,0.561323914,0.810826801,0.873037909,0.936745009,0.912991093,0.90856129
cg04142955,0.07022445,0.135941274,0.136825984,0.049522195,0.571252098,0.558134203,0.473898464,0.477982492,0.469849585
cg04522432,0.107692205,0.197474673,0.167852719,0.129386556,0.654660881,0.688113847,0.717330626,0.641547687,0.584494454
cg04612667,0.916331104,0.799118997,0.696163202,0.543418342,0.109459303,0.071676107,0.021919193,0.028212821,0.026931339
cg04749507,0.084819396,0.173177437,0.204115649,0.1328301,0.765581385,0.644550987,0.789545726,0.81640275,0.532645391
cg04767753,0.568095181,0.455155226,0.476744347,0.490728711,0.571519182,0.656002211,0.590674823,0.541462103,0.808919227
cg05237015,0.515945946,0.567846364,0.552563171,0.342636959,0.557584747,0.54550153,0.577631219,0.559635803,0.601058083
cg05567646,0.515691314,0.571062858,0.53648783,0.256272198,0.462236898,0.561577704,0.703305515,0.685775153,0.891120084
cg06386482,0.506224589,0.218425891,0.235918503,0.214630786,0.76100944,0.763640091,0.793501176,0.750361056,0.792123503
cg06388363,0.094079445,0.362523444,0.349790322,0.158072266,0.811006218,0.832540308,0.941556002,0.90977475,0.943664629
cg06864789,0.352212734,0.396592136,0.407959919,0.407527928,0.50371576,0.476984023,0.482409556,0.521739989,0.494913021
cg07257824,0.414899914,0.435218088,0.44994327,0.281459437,0.560645921,0.579358001,0.525361152,0.560424634,0.2230132
cg07571531,0.572383942,0.516657093,0.559044281,0.510550303,0.218621321,0.110413983,0.03227365,0.078391882,0.028686827
cg07734926,0.561995613,0.555035159,0.542873627,0.79349777,0.315634828,0.198717869,0.19459534,0.231969636,0.138112029
cg07885132,0.511338202,0.678211149,0.68215937,0.812078841,0.500316909,0.471901299,0.476202008,0.486989142,0.832503876
cg08313539,0.577561736,0.621907527,0.539958027,0.879801049,0.194071786,0.132496892,0.101644653,0.08478409,0.081728958
cg08497487,0.557961156,0.616796383,0.594160061,0.609556485,0.569078734,0.671865913,0.426841369,0.574591849,0.503864269
cg08660295,0.91392214,0.926747859,0.92221747,0.926090988,0.186463238,0.112739791,0.045193956,0.074601451,0.03640547
cg08710841,0.466329519,0.500140885,0.539106231,0.475567007,0.562579717,0.575642953,0.542707475,0.531762785,0.56062231
cg09012858,0.584521572,0.516430127,0.582671983,0.243672062,0.459243492,0.47032783,0.526316032,0.530662128,0.532533528
cg09140531,0.514355012,0.408897229,0.412363388,0.438757897,0.521703285,0.475795145,0.521678661,0.491633692,0.513801275
cg09459982,0.839540347,0.820330857,0.823285957,0.694965837,0.805132017,0.819256429,0.906732518,0.837694531,0.910727431
cg09876447,0.540563274,0.513501573,0.514317591,0.764614915,0.837675395,0.860359229,0.927192138,0.8584607,0.94715938
cg10223234,0.546737769,0.544002962,0.550919614,0.496623641,0.697218589,0.748980479,0.903083971,0.850925041,0.881333519
cg11406274,0.098500508,0.151813052,0.161129892,0.079976664,0.223564979,0.177837601,0.151576683,0.206130875,0.441692611
cg11611580,0.675188738,0.595053888,0.638735598,0.698403953,0.839407279,0.830959963,0.83992243,0.636847237,0.048799283
cg11811828,0.432511471,0.456875589,0.433282397,0.441648511,0.824282666,0.83464625,0.936026201,0.932983088,0.941370733
cg12584458,0.641086339,0.668567732,0.694587191,0.620354057,0.901965891,0.942586479,0.952795537,0.946803369,0.941825247
cg12602851,0.103502342,0.156811198,0.181678903,0.10565381,0.55004124,0.55532375,0.581257277,0.687660012,0.589587564
cg12623302,0.550417745,0.553153757,0.521999846,0.519431038,0.139404489,0.124368584,0.064938413,0.087642435,0.069608536
cg12672189,0.447163898,0.490580296,0.51678821,0.487574053,0.310673147,0.2116989,0.053114771,0.157004634,0.039991638
cg13069441,0.202429486,0.419977595,0.45033838,0.170704755,0.278966655,0.235242458,0.130030809,0.407943344,0.135984882
cg13143120,0.799978618,0.660382704,0.636650907,0.694203043,0.341128796,0.297987397,0.300937815,0.315108697,0.307822307
cg13602274,0.184035543,0.381520781,0.385603779,0.392051751,0.466302609,0.493803745,0.521962137,0.64653258,0.744366215
cg14036627,0.383468787,0.390035516,0.429735941,0.414644548,0.839842753,0.838439878,0.959210224,0.894430185,0.955137012
cg14115346,0.51418898,0.755561197,0.733677332,0.390871359,0.539320302,0.485921325,0.595961232,0.273258226,0.503218602
cg14132236,0.817007082,0.686405004,0.675410179,0.221344596,0.478077719,0.496504885,0.499083285,0.454414603,0.48472783
cg14590011,0.160477211,0.225925034,0.247349071,0.132088662,0.223251113,0.153818517,0.105298848,0.157952079,0.126557905
cg14989243,0.787238955,0.905647451,0.917874231,0.337584664,0.618302594,0.579407037,0.623020813,0.668617048,0.290090469
cg15070894,0.052047711,0.060561258,0.063607605,0.04371403,0.251515106,0.113226264,0.076130283,0.104507804,0.039974992
cg15234946,0.956558282,0.898454218,0.882210194,0.93620361,0.676758462,0.722801223,0.975408746,0.908937233,0.965252594
cg15279541,0.081855252,0.089725691,0.108379604,0.113795995,0.114461698,0.128985342,0.118243347,0.089038204,0.100126832
cg15946590,0.088642349,0.166445711,0.206492633,0.096194527,0.312668923,0.263173313,0.240142608,0.304363703,0.678408286
cg16073143,0.355188831,0.165747326,0.201260223,0.072293653,0.312895709,0.172999349,0.101000624,0.168956937,0.071977072
cg16699385,0.57612235,0.634719531,0.598455845,0.586164346,0.254127922,0.099153345,0.056459178,0.080894333,0.054879342
cg16935061,0.904977799,0.840798218,0.853948662,0.635336908,0.493172698,0.50365407,0.525150816,0.275260286,0.851611878
cg17204113,0.093075394,0.075343486,0.080558024,0.071354663,0.112999459,0.096442806,0.061506945,0.077387849,0.064986436
cg17931227,0.418485007,0.445359155,0.452971199,0.455137391,0.738373695,0.837853798,0.981452248,0.886977614,0.986724446
cg17974424,0.92313666,0.909402553,0.905674744,0.926919079,0.550720913,0.536940691,0.572574676,0.514438785,0.543329304
cg18136963,0.365380004,0.465755206,0.412671736,0.129712518,0.146612235,0.132328585,0.123982676,0.120896252,0.318964059
cg18278486,0.496723127,0.391764481,0.446502135,0.503391723,0.490635985,0.473321161,0.488243083,0.477657553,0.487586415
cg18322025,0.477264535,0.456107553,0.48870231,0.467501467,0.53349533,0.501131596,0.482538701,0.487508779,0.505065109
cg18816397,0.689339212,0.688901251,0.715461749,0.565690474,0.689966335,0.613894487,0.704501309,0.612112036,0.741445184
cg19579217,0.6060272,0.641763303,0.66002352,0.680357156,0.656478553,0.677541437,0.670386968,0.675916219,0.699028937
cg20980321,0.677519804,0.544167203,0.60596133,0.260202755,0.485706883,0.524563316,0.515637119,0.79997936,0.591981344
cg21855021,0.054206324,0.120429179,0.143244966,0.050223525,0.638558491,0.629388189,0.54189549,0.608477474,0.605139465
cg22297966,0.258365456,0.624239588,0.597669934,0.335726527,0.512529822,0.55397614,0.577946088,0.589704208,0.928429527
cg23252259,0.166444655,0.24895383,0.277033266,0.190002913,0.715530673,0.910498981,0.941343094,0.914679825,0.933001036
cg23906067,0.783181637,0.770966636,0.756262514,0.366889301,0.49216748,0.452411333,0.503285063,0.461629639,0.5134745
cg25063707,0.693290041,0.585698366,0.552477959,0.477905591,0.546477558,0.599147467,0.590905681,0.582863086,0.478028061
cg25399239,0.334338724,0.354711015,0.372547579,0.367098797,0.529908283,0.594042141,0.576844278,0.591276412,0.5311432
cg25716013,0.720891077,0.750908309,0.752834088,0.388254681,0.206623767,0.136220979,0.116027019,0.133151502,0.086164584
cg26668675,0.420426015,0.400868298,0.417624184,0.432594945,0.839763739,0.901994244,0.961606957,0.93240778,0.970712151
cg26818629,0.572340757,0.600294979,0.59361515,0.619690094,0.784711583,0.855612839,0.909575909,0.827412773,0.953837865
cg26850117,0.469205901,0.593787989,0.620003544,0.410191279,0.768000242,0.74064927,0.795649856,0.69028046,0.469371185
cg26968378,0.567237339,0.617880271,0.698025315,0.636061064,0.864290189,0.92565653,0.945205972,0.931553963,0.627954325
cg27547543,0.479129637,0.525515423,0.524852044,0.31113247,0.834363717,0.853164717,0.892364311,0.827971514,0.867701651
cg00506049,0.883872863,0.749431931,0.767586366,0.818845156,0.574410939,0.544747408,0.511444507,0.523475453,0.516153302
cg01499522,0.936170246,0.929325502,0.918398524,0.925725224,0.895278215,0.932900401,0.950050346,0.934975414,0.947719311
cg01830073,0.935328892,0.610343111,0.588344186,0.535994464,0.602398569,0.532832724,0.717450674,0.644836696,0.697876823
cg02193461,0.507290624,0.571153012,0.563443586,0.510592295,0.484380874,0.444832338,0.580090868,0.54323172,0.576052541
cg02207386,0.178159047,0.80262529,0.711970609,0.695647921,0.872315494,0.935861043,0.925739406,0.920365989,0.940211486
cg02984009,0.506887223,0.576389415,0.61736481,0.594144531,0.623724042,0.691742363,0.685573974,0.710441583,0.649041829
cg03027739,0.475205715,0.474803204,0.489788327,0.714292687,0.486976248,0.449281373,0.530926987,0.480707957,0.508869111
cg03454541,0.595708164,0.808239494,0.787423253,0.628063413,0.735375918,0.716631088,0.803956465,0.80540121,0.778845429
cg03552937,0.195319035,0.247655704,0.282837262,0.216804689,0.813573151,0.872623185,0.932546508,0.902514232,0.917083029
cg04816699,0.232359355,0.139057829,0.203592557,0.303320671,0.75928851,0.80245911,0.945569911,0.862245752,0.614667021
cg05667818,0.896195915,0.781689406,0.803736267,0.897680394,0.218790106,0.064280705,0.036669826,0.069305268,0.035343938
cg05779406,0.905830889,0.875160728,0.867740396,0.584416389,0.668267783,0.563140832,0.621513861,0.626695248,0.556946303
cg05929675,0.603357553,0.676769178,0.692993406,0.834575032,0.824251518,0.881764504,0.960944972,0.945661295,0.958131068
cg06166490,0.950277124,0.922838395,0.935968616,0.935993429,0.545039647,0.530213309,0.540288682,0.538435014,0.584793584
cg06761584,0.545973232,0.588019928,0.589186886,0.495212751,0.575172161,0.535679134,0.573035295,0.534510558,0.552930949
cg06955417,0.91059565,0.86617927,0.874356356,0.91702378,0.536181354,0.536385635,0.571598735,0.514540634,0.616549486
cg09669835,0.497565345,0.466594325,0.460782755,0.15162756,0.136512224,0.105182168,0.094401375,0.048883298,0.046523259
cg09916174,0.072508618,0.133691775,0.184117641,0.072356234,0.854211486,0.914463671,0.938041309,0.929538747,0.921910635
cg10157098,0.904423309,0.923187222,0.917792119,0.888816602,0.828470292,0.856774026,0.946777004,0.883565165,0.874108998
cg11945929,0.395583729,0.394481155,0.392055452,0.213514195,0.209564716,0.163761097,0.050779038,0.239812755,0.061485397
cg12560447,0.797676922,0.806036341,0.818719972,0.781595206,0.775558221,0.772941184,0.826718156,0.790261417,0.561856541
cg13578160,0.517623817,0.798404994,0.797943751,0.94903886,0.516942082,0.486836983,0.587912397,0.62670617,0.594082031
cg13710556,0.624227678,0.545424568,0.614120331,0.551803048,0.816023165,0.839326621,0.893163288,0.78738824,0.543181116
cg14662585,0.917853376,0.77304501,0.782337687,0.877429015,0.495728875,0.524641129,0.486566762,0.50671632,0.487426291
cg15285764,0.592247799,0.612463911,0.614199226,0.744619956,0.221511132,0.129732312,0.068975355,0.160219615,0.051857926
cg15575538,0.926625593,0.91694518,0.893618024,0.923504118,0.640420016,0.513700202,0.607242469,0.766602638,0.622778887
cg15881597,0.911313789,0.910178178,0.883282087,0.906152686,0.888997394,0.879008761,0.912706382,0.902765799,0.873071101
cg15935721,0.229600861,0.462832671,0.445257242,0.527154817,0.511260617,0.530394871,0.540355706,0.559131603,0.479018768
cg16453056,0.758495557,0.75191281,0.773637078,0.668609715,0.297984686,0.209681718,0.123315194,0.259430895,0.144190373
cg17264513,0.546606313,0.493700645,0.505567169,0.608017598,0.593835705,0.591566422,0.682647211,0.664582525,0.615255132
cg18209323,0.460061296,0.494462282,0.539672523,0.552821986,0.541535321,0.518922274,0.494451819,0.531248172,0.520442783
cg18577231,0.521171983,0.559804827,0.568242937,0.449622678,0.260853659,0.159532521,0.141445911,0.190778373,0.067033984
cg19435720,0.646151034,0.785501162,0.747981019,0.598057137,0.524667607,0.598458335,0.602303286,0.6023093,0.11859903
cg20104432,0.116385178,0.181340085,0.158597203,0.172121191,0.543835624,0.567717646,0.5447453,0.428369857,0.551500279
cg20665157,0.942068571,0.898305448,0.874433095,0.889041577,0.545803216,0.556407579,0.537729618,0.512301279,0.537449294
cg21004899,0.921754092,0.917699532,0.886961269,0.907833926,0.534669451,0.545988621,0.589124808,0.555556592,0.556925086
cg21406967,0.456852201,0.470985505,0.448137491,0.599020561,0.502287751,0.462194562,0.518912941,0.448593041,0.472938382
cg21724654,0.257911084,0.498333296,0.517837342,0.5013232990000001,0.612525396,0.609800092,0.641535171,0.722184812,0.783448511
cg22047901,0.127158518,0.41324816,0.407607572,0.458218171,0.519366755,0.498417526,0.520821742,0.467661269,0.469366662
cg22330875,0.181922358,0.182393631,0.228575241,0.481895576,0.837287716,0.914981798,0.935558763,0.907946413,0.917034669
cg22750906,0.897242275,0.900099721,0.900682569,0.453566374,0.889444264,0.922145284,0.934564979,0.919882011,0.94657711
cg23068772,0.479804347,0.46223255,0.507184026,0.260180833,0.521204517,0.527104166,0.498278355,0.470183901,0.495368437
cg23117316,0.198062791,0.211800442,0.21576673,0.161167517,0.610297206,0.65529728,0.813980953,0.720096807,0.789958115
cg23192873,0.10755946,0.20129726,0.237246034,0.121677083,0.481175906,0.45668308,0.539894183,0.545098221,0.495192084
cg23305129,0.499277903,0.506480211,0.53608164,0.507363556,0.572156248,0.557869106,0.536643938,0.526847101,0.527815233
cg25783361,0.914534038,0.829210905,0.825241397,0.88459384,0.449441909,0.518412504,0.432550438,0.56123556,0.439918935
cg26012061,0.90641411,0.866768407,0.853873978,0.897610199,0.624618369,0.5831156,0.65793683,0.623305943,0.694441193
cg26967842,0.460311733,0.557911132,0.532430629,0.79890003,0.386604362,0.358568239,0.162272188,0.111974821,0.237215432
cg27203184,0.138214101,0.395568248,0.421788899,0.189107809,0.560249228,0.58996174,0.628854731,0.673645063,0.909897559
cg00643296,0.47901518,0.462703647,0.447896616,0.196919207,0.218981646,0.090025622,0.165606708,0.082468899,0.10492707
cg01319235,0.708969975,0.790875304,0.779059084,0.6910916,0.683170904,0.633844321,0.632355845,0.665836323,0.585079189
cg01385052,0.301214511,0.44446423,0.46756444,0.486158855,0.5097482,0.521574581,0.558111569,0.576953884,0.5505024
cg02980621,0.942062075,0.92184907,0.935924725,0.948227422,0.55170176,0.606706428,0.626445192,0.568057809,0.951025696
cg03003919,0.602811347,0.553362705,0.539384303,0.32497151,0.485947055,0.523880163,0.506379835,0.515288076,0.465792499
cg03894796,0.188371935,0.308324032,0.297870706,0.203216496,0.419280326,0.351331791,0.410745744,0.37306364,0.416166631
cg04671734,0.211154395,0.584492154,0.5977726,0.632488955,0.529839267,0.501850597,0.47429129,0.487837907,0.066316759
cg04724477,0.185659372,0.354843213,0.33969176,0.159673877,0.229315621,0.091297163,0.071483937,0.389802474,0.070335199
cg04966191,0.040947694,0.08911886,0.156490021,0.046976326,0.581493356,0.552196513,0.562119673,0.56373728,0.574950412
cg05807444,0.534741564,0.788292325,0.809050859,0.725848791,0.407706606,0.304362789,0.085827258,0.307325585,0.05606701
cg06070970,0.525622016,0.483734511,0.473148496,0.386948639,0.315671669,0.339598813,0.267132065,0.207521272,0.545126851
cg08242633,0.293364038,0.484871462,0.487331184,0.478171947,0.558720253,0.517534487,0.599199566,0.559303431,0.09410498
cg08247852,0.505328647,0.526719476,0.462670391,0.533492664,0.519095307,0.531881105,0.650361952,0.560213576,0.173635184
cg09945801,0.095409024,0.212298975,0.205840396,0.071322327,0.540910743,0.513639747,0.568458535,0.558398835,0.072606718
cg09981361,0.507659929,0.493118995,0.49691071,0.203203162,0.283372693,0.146633649,0.05715277,0.118001849,0.043241607
cg10039928,0.879923584,0.816534739,0.799450772,0.523454146,0.497546737,0.464777029,0.472730167,0.45260068,0.467899856
cg10327428,0.894198721,0.90403038,0.865198094,0.923377158,0.762247493,0.830417981,0.933007632,0.927824428,0.936411597
cg11491002,0.909620661,0.74499899,0.722910759,0.829912676,0.544202909,0.529365218,0.519544824,0.53027311,0.061870762
